Account_ID,VASP_ID,VASP_Name,Routing_Type,Local_Routing,BIC,IBAN,Account_Number,Bank_ID,Bank_Name,Bank_Role,Account_Country
bf01a0a5-24a0-4ca1-88cb-23cfb4d1d02e,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH33002302300128957LT,002302300128957LT,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
02c7cbde-0581-4223-93cf-c7da173f433e,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH07002302300128957KF,002302300128957KF,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
909392f5-934d-4331-93d6-efb3f9c14458,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH210023023001289572Z,0023023001289572Z,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
d62335d3-bf1a-44f5-918d-b98faf66166b,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH54002302300128958LU,002302300128958LU,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
2a604290-d9a1-47a4-b207-cdca02d2897b,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH29002302300128957HG,002302300128957HG,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
efa4216e-67d9-430b-a8fa-804be6a56f42,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH800023023001289578M,0023023001289578M,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
1c31e344-94e3-498e-9e60-ddca2c9dede2,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH750023023001289579C,0023023001289579C,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
ae6a00ba-dd33-4dc2-ad2c-6577e4c18d1e,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH15002302300128957ZK,002302300128957ZK,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
7854134d-ef5e-48fd-bdd6-983280dfdfd4,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH88002302300128957FR,002302300128957FR,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
1b7b8d09-9e7e-4b0b-9fd8-1910d21197be,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH58002302300128957YP,002302300128957YP,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
f7706897-7111-4f7b-b27b-bb40cc9054f0,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH38002302300128957TC,002302300128957TC,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
1ac29fa9-0fff-4d8f-b7d6-48456fbc4e86,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH050023023001289574Q,0023023001289574Q,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
8afeb60f-c925-408e-90ea-e3a5361cd46b,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH78002302300128957CM,002302300128957CM,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
fac3a074-1a1e-49fa-8c11-6416030f1fc6,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH73002302300128957DC,002302300128957DC,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
6e179689-d0ec-49b3-a012-9ea5b1c23eeb,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH83002302300128957GH,002302300128957GH,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
5cb9e879-def5-417a-801c-c3fd57a3ca36,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH960023023001289575Y,0023023001289575Y,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
87f02cd7-0dc2-4a12-b430-aaaa71cd2167,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,SWIFT,021000089,CITIUS33XXX,,36155944,7a42c530-09c1-42cd-9458-e4555bf5ef98,"Citibank, N.A.",Intermediary,USA
07ac249f-8f68-474f-9ffc-a25ee5edfbec,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,ABA,021000089,,,36155944,7a42c530-09c1-42cd-9458-e4555bf5ef98,"Citibank, N.A.",Intermediary,USA
528115cf-d833-4908-8800-3b70b3574185,0a0cf6fc-d3f7-4d56-88ff-aef23c24b5c6,Tothemoon,IBAN,,CARDCY2LXXX,CY25902000010000020101006069,902000010000020101006069,e064b089-2a42-4ef7-b536-00f6ecca9de0,UNLIMINT EU LTD,Custodian,CYP
c0a785bc-b8c6-4629-a97a-58babb6a9cfa,57d505e9-b7a4-4014-a04d-55b1bc296deb,Transak,IBAN,,CFTEMTM1XXX,MT36CFTE28004000000000004438131,CFTE28004000000000004438131,d1f0cf7c-e71f-4118-b8e6-9db149eb0194,OPENPAYD FINANCIAL SERVICES MALTA LTD,Custodian,MLT
902970ac-418f-4e48-a0a1-b6f4a1e52a47,a1a03cc3-0e6b-4888-9ee3-4cdf60f9c6a3,Upbit,Local,,,,8348100610007532,b2c98386-abd6-4b25-9e9d-461c473b4816,Bank Negara Indonesia,Custodian,IND
391c34f5-ae03-4524-9ed2-608dae58f964,f0c651b9-1d2b-493a-8424-305c19b297bd,Uphold,IBAN,,LHVBEE22XXX,EE037777000152711144,7777000152711144,e70c8cfd-d51b-4117-a3f2-2fe3d16f3b0c,AS LHV PANK,Custodian,EST
0bde0d7e-ca49-4cea-a49a-44ae38e69b7e,430b052e-edf8-405f-87ef-85088201da20,VALR,SWIFT,051001,SBZAZAJJXXX,,001624849,817eb9c8-53d9-4f33-a9cc-6cd132eabc54,Standard bank,Custodian,ZAF
be94838c-e62f-4e35-9696-211fd181e470,4e1e6420-ff29-40d5-9425-e00b3ee741f6,WhiteBIT,IBAN,,BAXXLT22XXX,LT113420001000054387,3420001000054387,1f7cf0f1-8f30-49e9-85fe-9d8bec6f39b7,Finci UAB,Custodian,LTU
1030e38d-598b-42c7-9bd9-c448327d3acd,4e1e6420-ff29-40d5-9425-e00b3ee741f6,WhiteBIT,IBAN,,CLJUGB21XXX,GB31CLJU00997190615892,CLJU00997190615892,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
12ef06b4-3e38-4420-83bb-21237dfd0391,4e1e6420-ff29-40d5-9425-e00b3ee741f6,WhiteBIT,IBAN,,BZENLT22XXX,LT663130010146290435,3130010146290435,ca64a6f6-ac75-4ea7-8eda-c9dffa05d7d8,"ZEN.COM, UAB",Custodian,LTU
0c250362-f88f-41ee-83f9-136e6e144828,d0a9ee67-8162-44c2-a787-bbee1cea78de,Wirex,IBAN,,GENODEF1VBD,DE07508900000001757814,508900000001757814,24d5d216-a503-4e6d-aeb6-931f246430a4,VOLKSBANK DARMSTADT - SUEDHESSEN EG,Custodian,DEU
a7cde8f6-4342-423d-8abd-8b6a9cebb75e,1d9304cd-7de3-4979-9f89-30ef63ea5826,Zondacrypto,IBAN,,BZENLT22XXX,LT023130010107718470,3130010107718470,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
a7cde8f6-4342-423d-8abd-8b6a9cebb75e,1d9304cd-7de3-4979-9f89-30ef63ea5826,Zondacrypto,IBAN,,BZENLT22XXX,LT023130010107718470,3130010107718470,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
cdc32383-6510-4b49-b885-72016106ad99,1d9304cd-7de3-4979-9f89-30ef63ea5826,Zondacrypto,IBAN,,BPKOPLPWXXX,PL49102010260000110205309101,102010260000110205309101,e31e4ede-fa8e-4822-99cc-9677ee3d3d9a,TryPay S.A. / TRYPAY SPÓLKA AKCYJNA,,POL
14d4d7c3-2358-4896-9a8d-37a70ac6a7f7,c7f5625f-ca6a-4922-b764-6e931d813cc3,eToro,IBAN,,SXPYDEHHXXX,DE71202208000054649468,202208000054649468,576b5dcb-b0ba-4085-bf1d-b0adf6bedc79,Banking Circle - German Branch,Custodian,DEU
7927d6e8-f4dd-4f0a-8a15-16eddad455de,c7f5625f-ca6a-4922-b764-6e931d813cc3,eToro,IBAN,,DEUTDEFFXXX,DE37500700100176158400,500700100176158400,5ae4ece3-a13c-4848-abc3-d676ca3db302,Deutsche Bank AG,Custodian,DEU
